Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Stadium
11000000,1500,Sector 19 Dwarka,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0.0,0,0,0,0.0
21500000,2000,Sector-18 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,1.0,1,1,0,1.0
14500000,1800,Sector 5 Dwarka,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1,1,1.0,1.0,,1.0,1,1,0,1.0
18500000,1800,,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1,1,,1.0,0.0,1.0,1,1,0,1.0
6500000,625,Sector 23 Rohini,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
17000000,1400,Sarita Vihar,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2200000,450,Dwarka Mor,2,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3200000,495,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
6300000,1000,Dwarka Mor,4,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2500000,540,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2700000,505,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2500000,540,Dwarka Mor,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
4800000,810,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3200000,616,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,,0.0,0.0,0,0,0,0.0
3100000,616,Mansa Ram Park,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,
2700000,505,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
5200000,855,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3300000,616,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2500000,540,Dwarka Mor,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2750000,667,Uttam Nagar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2750000,667,Uttam Nagar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0,0,0,
19800000,2400,Sector 4 Dwarka,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
10000000,1000,Sector 17 Dwarka,2,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0.0
10000000,1000,Sector 17 Dwarka,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,
19000000,1900,Sector 6 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
22000000,2500,Sector 11 Dwarka,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
2100000,500,Uttam Nagar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2000000,520,Uttam Nagar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2200000,510,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3100000,750,Uttam Nagar,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2800000,600,,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
6500000,861,Sector 23 Rohini,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0
2700000,640,Uttam Nagar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2700000,640,Uttam Nagar,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
16800000,1800,Sector 4 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,0,0,0.0
4600000,1000,Uttam Nagar,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0,0,0,0.0
3400000,755,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,,0.0,0.0,0,0,0,0.0
4400000,1000,Dwarka Mor,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
4700000,1050,Dwarka Mor,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,,0.0,0.0,0,0,0,0.0
3400000,755,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
4700000,1050,Dwarka Mor,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,,0.0,0,0,0,0.0
3700000,760,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3700000,760,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
2900000,750,Dwarka Mor,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
2900000,750,Dwarka Mor,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
4600000,1000,Uttam Nagar,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
15500000,1200,Alaknanda,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3500000,720,Dwarka Mor,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0,0,0,0.0
3400000,675,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,,0.0,0.0,0,0,0,0.0
2800000,540,Dwarka Mor,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
5400000,900,Uttam Nagar,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
6200000,900,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
5000000,810,Sewak Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
4800000,900,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2500000,540,Dwarka Mor,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3800000,675,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3500000,630,Mansa Ram Park,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
5000000,810,Sewak Park,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0.0,0.0,,0.0,0,0,0,0.0
4800000,810,Dwarka Mor,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
20000000,2500,Sector 22 Dwarka,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,1.0,1,1,0,1.0
19500000,2000,Sector 4 Dwarka,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
20500000,2000,Sector 4 Dwarka,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,,0.0,0.0,0.0,0,0,0,0.0
45000000,4500,Sector-18 Dwarka,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
24900000,2200,Sector 6 Dwarka,4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
19500000,2000,Sector 7 Dwarka,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
8400000,900,Sector 6 Dwarka,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
16800000,1900,Sector 7 Dwarka,4,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,,0.0,0.0,0.0,0,0,0,
15800000,1600,,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
14800000,1550,Sector 22 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
21500000,2000,Sector 5 Dwarka,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
19500000,2000,Sector 7 Dwarka,4,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
23500000,2200,Sector 10 Dwarka,4,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
15100000,1700,Sector 10 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
17600000,1500,Sector 11 Dwarka,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
34100000,3800,Sector 11 Dwarka,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
22500000,2400,Sector 2 Dwarka,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0,0,0,0.0
18200000,2200,Sector 9 Dwarka,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,0.0,0.0,0.0,0,0,0,0.0
14800000,1800,Sector 6 Dwarka,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1.0,,0.0,0.0,0,0,0,0.0
11000000,2520,Jasola,4,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
8500000,1440,Jamia Nagar,4,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3500000,765,Jamia Nagar,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3600000,585,Jamia Nagar,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
7500000,1350,Jamia Nagar,3,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3550000,675,Jasola,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
3500000,720,Bindapur,3,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
4500000,900,Bindapur,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
6211000,1000,Sewak Park,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,,0.0,0,0,0,0.0
3200000,616,Mansa Ram Park,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
2500000,540,Dwarka Mor,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
3500000,720,Dwarka Mor,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
19000000,2000,Sector 4 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
16500000,1700,Sector 6 Dwarka,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0
24800000,2400,,4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,1,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,,0.0,0,0,0,0.0
21500000,2400,Sector 22 Dwarka,4,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0
19000000,2000,Sector 4 Dwarka,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1,0,0.0,,0.0,0.0,0,0,0,0.0
16500000,1700,Sector 6 Dwarka,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1.0,0.0,,0.0,0,0,0,0.0
15500000,1900,Sector 9 Dwarka,3,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,1.0,,0.0,1.0,1,1,0,1.0
